Location,Indicator,Indicator units,Age,Year,Mean estimate,Sex,Scenario type
Trinidad and Tobago,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2012,71,All sexes,Reference
Trinidad and Tobago,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2013,70,All sexes,Reference
Trinidad and Tobago,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2014,69,All sexes,Reference
Trinidad and Tobago,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2015,68,All sexes,Reference
Trinidad and Tobago,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2016,68,All sexes,Reference
Trinidad and Tobago,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2017,67,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,1990,30.3723710207696,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,1991,29.9065127386237,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,1992,29.5282120945675,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,1993,29.2124204449015,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,1994,28.9463308261628,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,1995,28.7206136588124,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,1996,28.5312483510263,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,1997,28.427221330089,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,1998,28.3388126141665,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,1999,28.2487771302421,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2000,28.1559216899389,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2001,28.0386680393305,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2002,27.7504436102028,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2003,27.3426152490907,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2004,26.8415417630603,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2005,26.2787443021999,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2006,25.6162367040908,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2007,24.957641103726,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2008,24.2920210713218,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2009,23.6295042335038,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2010,22.9322815932135,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2011,22.211016639991,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2012,21.5199657770693,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2013,20.8332671813774,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2014,20.2820980553594,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2015,19.7018110984043,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2016,19.1138793147316,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2017,18.5684162608307,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2018,18.05077852856,All sexes,Reference
Trinidad and Tobago,"Mortality rate, under-5","per 1,000 live births",0-5 years,2019,17.5180529645428,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1990,20.168220236464,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1991,19.9241675951548,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1992,19.7016580341765,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1993,19.52022240557,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1994,19.3508997797446,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1995,19.2423327812164,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1996,19.1002850882708,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1997,19.0111754148039,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1998,18.9140159702352,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1999,18.8768003916385,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2000,18.8286445347992,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2001,18.7301185749191,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2002,18.5393194350368,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2003,18.251965084175,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2004,17.9093922852948,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2005,17.5653950790119,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2006,17.1130625669267,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2007,16.6436820693963,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2008,16.2072133369159,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2009,15.794597378062,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2010,15.3230286048618,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2011,14.8092908872797,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2012,14.3341316765912,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2013,13.8988307915227,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2014,13.5042891005428,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2015,13.0754587250647,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2016,12.6380007844693,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2017,12.2696787857836,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2018,11.8945154407595,All sexes,Reference
Trinidad and Tobago,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2019,11.5339158490831,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,1990,82,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,1991,82,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,1992,87,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,1993,81,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,1994,85,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,1995,89,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,1996,89,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,1997,90,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,1998,91,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,1999,90,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2000,90,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2001,91,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2002,96,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2003,91,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2004,94,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2005,95,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2006,92,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2007,88,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2008,90,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2009,90,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2010,90,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2011,90,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2012,92,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2013,92,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2014,92,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2015,96,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2016,97,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2017,89,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2018,99,All sexes,Reference
Trinidad and Tobago,"Immunization, DPT",% of children,12-23 months,2019,93,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2000,90.04467,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2001,90.296257,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2002,90.548195,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2003,90.800476,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2004,91.053101,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2005,91.306076,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2006,91.559402,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2007,91.813065,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2008,92.067085,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2009,92.321449,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2010,92.576157,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2011,92.831215,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2012,93.086617,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2013,93.342369,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2014,93.45694,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2015,93.571503,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2016,93.686073,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2017,93.800644,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2018,93.915215,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2019,93.915215,All sexes,Reference
Trinidad and Tobago,People using at least basic sanitation services,% of population,all,2020,93.915215,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2002,5,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2003,76,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2004,94,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2005,95,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2006,89,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2007,89,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2008,90,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2009,90,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2010,90,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2011,90,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2012,92,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2013,92,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2014,92,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2015,90,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2016,97,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2017,89,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2018,99,All sexes,Reference
Trinidad and Tobago,"Immunization, HepB3",% of one-year-old children,12-23 months,2019,93,All sexes,Reference
Trinidad and Tobago,"Contraceptive prevalence, modern methods",% of women,15-49,2006,54.5,All sexes,Reference
Trinidad and Tobago,"Contraceptive prevalence, modern methods",% of women,15-49,2011,58.2,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2000,66,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2001,63,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2002,60,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2003,57,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2004,54,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2005,51,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2006,49,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2007,47,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2008,47,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2009,46,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2010,46,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2011,46,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2012,46,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2013,46,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2014,46,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2015,46,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2016,45,All sexes,Reference
Tunisia,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2017,43,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,1990,55.3287976395385,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,1991,52.8850305604147,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,1992,50.5195027528123,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,1993,48.0942143948419,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,1994,45.4934193477155,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,1995,42.8036156820746,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,1996,40.0442080872021,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,1997,37.2673757061028,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,1998,34.589069652336,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,1999,32.1377412493772,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2000,29.873686706813,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2001,27.8465125024628,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2002,26.0935739027534,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2003,24.5379399385252,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2004,23.1924611802972,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2005,22.0174731934621,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2006,21.0056340905039,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2007,20.151459997039,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2008,19.4443677788756,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2009,18.867316568068,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2010,18.4055368709097,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2011,18.0227604912041,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2012,17.7302974195942,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2013,17.492968892865,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2014,17.313219935846,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2015,17.1777024086877,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2016,17.1073691983014,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2017,17.0711320121782,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2018,16.9988475238783,All sexes,Reference
Tunisia,"Mortality rate, under-5","per 1,000 live births",0-5 years,2019,16.8526187044106,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1990,27.5798995704096,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1991,27.1123820240457,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1992,26.5711424898792,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1993,25.8727941778451,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1994,25.0255171017183,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1995,24.0538846237826,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1996,22.9824928706749,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1997,21.8953376440659,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1998,20.8111913656153,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1999,19.7828493143314,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2000,18.8132117793605,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2001,17.7361785552346,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2002,16.7165275737214,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2003,15.8325747967909,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2004,15.0645681537305,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2005,14.4005565489084,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2006,13.8326109569858,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2007,13.3569951668439,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2008,12.9828825971928,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2009,12.6841991797038,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2010,12.4642351095785,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2011,12.2997755886781,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2012,12.1935230058152,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2013,12.1273330189155,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2014,12.0797254359364,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2015,12.0574696684215,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2016,12.0595225972077,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2017,12.0668765646991,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2018,12.0314011448699,All sexes,Reference
Tunisia,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2019,11.9268851410695,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,1990,93,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,1991,93,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,1992,95,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,1993,94,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,1994,93,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,1995,94,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,1996,95,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,1997,96,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,1998,96,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,1999,99,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2000,97,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2001,98,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2002,96,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2003,95,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2004,97,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2005,98,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2006,99,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2007,98,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2008,99,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2009,99,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2010,98,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2011,98,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2012,95,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2013,95,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2014,94,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2015,93,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2016,93,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2017,92,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2018,90,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2019,92,All sexes,Reference
Tunisia,"Immunization, DPT",% of children,12-23 months,2020,92,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,1996,83,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,1997,88,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,1998,91,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,1999,94,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2000,94,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2001,94,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2002,93,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2003,92,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2004,96,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2005,97,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2006,99,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2007,98,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2008,99,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2009,99,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2010,98,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2011,98,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2012,95,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2013,95,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2014,94,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2015,93,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2016,93,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2017,92,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2018,90,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2019,92,All sexes,Reference
Tunisia,"Immunization, HepB3",% of one-year-old children,12-23 months,2020,92,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2000,76.515076,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2001,77.248062,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2002,78.330101,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2003,79.412392,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2004,80.487976,All sexes,Reference
Tunisia,People using at least basic sanitation services,% of population,all,2005,81.535652,All sexes,Reference
